ID,IUPACName,SMILES,CoreSMILES,State,InchIKey,HOMOLUMO,SFE,pred_hl,pred_sfe
1,"anthracene-1,10-dione",O=C1C=CC=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,KRLBTHCAZSDQCI-UHFFFAOYSA-N,6.032,-9.87156757,6.10388759999999,-9.823029
2,,CN(C)C1=CC=C2C(=O)c3ccccc3C=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,RXUNKHRBRSUUCU-UHFFFAOYSA-N,5.919,-11.5816685,6.056079,-11.541681
3,,C=CC1=CC=C2C(=O)c3ccccc3C=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,KIYGILYPWJPXFA-UHFFFAOYSA-N,6.093,-9.494920901,6.0786023,-9.97004
4,,O=CC1=CC=C2C(=O)c3ccccc3C=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,YZWSJXAPEWXROF-UHFFFAOYSA-N,6.33299999999999,-12.42401177,6.188891,-12.742516
5,,COC(=O)C1=CC=C2C(=O)c3ccccc3C=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,RTLYGFZEFXWLSR-UHFFFAOYSA-N,6.351,-15.32205353,6.2642784,-15.18167
6,,O=C1C2=Cc3ccccc3C(=O)C2=CC=C1C(F)(F)F,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,XAUJKDQOAUUKAK-UHFFFAOYSA-N,6.37,-10.07320848,6.1969194,-9.887071
7,,N#CC1=CC=C2C(=O)c3ccccc3C=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,FUYNXYDGPIUMIL-UHFFFAOYSA-N,6.393,-14.03855127,6.295341,-13.7874489999999
8,,O=C1C2=Cc3ccccc3C(=O)C2=CC=C1C(O)O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,GBLBDFWTPJMMEV-UHFFFAOYSA-N,6.474,-13.26177728,6.2154465,-13.5998369999999
9,,O=C1C(OP(O)O)=CC=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,HFEVVFMMIIKEPF-UHFFFAOYSA-N,6.491,-15.3234834,6.2896914,-15.114514
10,,O=C1C(OS(=O)O)=CC=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UYXLGKCWZDLAIO-UHFFFAOYSA-N,6.49299999999999,-14.49594338,6.1524024,-14.812373
11,,O=NOC1=CC=C2C(=O)c3ccccc3C=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UZEYHVZRMCCKRI-UHFFFAOYSA-N,6.34399999999999,-11.56612813,6.318686,-11.790206
12,10-hydroxy-2-iminoanthracen-1-one,N=C1C=Cc2c(cc3ccccc3c2O)C1=O,,,SDFODANOXNMUEA-UHFFFAOYSA-N,6.21299999999999,-12.55039697,6.189948,-12.64687
13,,COC1=CC=C2C(=O)c3ccccc3C=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,ORELHNAPABWIKF-UHFFFAOYSA-N,6.58899999999999,-9.660193673,6.344853,-11.095005
14,"10-hydroxyanthracene-1,2-dione",O=C1C=Cc2c(cc3ccccc3c2O)C1=O,O=C1C=Cc2cc3ccccc3cc2C1=O,Oxidized,RRYWNGNNDBKXCT-UHFFFAOYSA-N,6.77,-13.99774087,6.36550759999999,-13.00346
15,,O=C1C(S)=CC=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,LBPFMRYNWDAZHW-UHFFFAOYSA-N,6.026,-10.02093527,5.902832,-10.519528
16,"2-methylanthracene-1,10-dione",CC1=CC=C2C(=O)c3ccccc3C=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,OQLUYOWSACNSSZ-UHFFFAOYSA-N,6.102,-10.03971159,6.2443132,-9.83221
17,,O=C1C(F)=CC=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,XZQWJIUQOKTLAM-UHFFFAOYSA-N,6.562,-9.548270846,6.322529,-9.594609
18,,O=C1C(Cl)=CC=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,VGIHAHRGYKGAHH-UHFFFAOYSA-N,6.476,-9.450469572,6.2939773,-9.685818
19,,CN(C)C1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,PMSODXZJGIOGLT-UHFFFAOYSA-N,5.874,-13.38300003,5.9770007,-12.969169
20,,C=CC1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,OOHJTAUSSDHZTN-UHFFFAOYSA-N,5.967,-10.20175574,6.117438,-10.0274
21,,O=CC1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,HPGVFUIDBOAEHB-UHFFFAOYSA-N,5.857,-12.80567909,6.058197,-13.140975
22,,COC(=O)C1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,QWFNZYCRXRHWIL-UHFFFAOYSA-N,5.894,-13.49673588,6.099787,-13.732365
23,,O=C1C=C(C(F)(F)F)C=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,CXUDOBCSPIKYAI-UHFFFAOYSA-N,5.956,-8.866174759,5.9497557,-9.372282
24,,N#CC1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,QNCKLPHFIGAHPS-UHFFFAOYSA-N,5.898,-12.47241802,6.052263,-12.554547
25,,O=C1C=C(C(O)O)C=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,NHLSHKXHQSWNOC-UHFFFAOYSA-N,5.95299999999999,-15.41439706,6.0559497,-15.2499484999999
26,,O=C1C=C(OP(O)O)C=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,BIGGCQHJQGXTRF-UHFFFAOYSA-N,6.111,-18.26847142,6.07766999999999,-18.179882
27,,O=C1C=C(OS(=O)O)C=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,OJTRAVXWWOMVRV-UHFFFAOYSA-N,6.235,-17.3454881,6.1404314,-17.423576
28,,O=NOC1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,OLDGIFPYZQHFLV-UHFFFAOYSA-N,6.1,-11.05652467,6.053955,-11.297509
29,,NC1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,MJRMEGYIHDEGNM-UHFFFAOYSA-N,5.99299999999999,-14.05872482,6.059232,-14.267797
30,,COC1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,NVLHUPUMZSNOTP-UHFFFAOYSA-N,6.099,-11.20856836,6.098601,-11.301203
31,,O=C1C=C(O)C=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,HUWKQUSGRPXARM-UHFFFAOYSA-N,6.141,-12.97533504,6.082629,-12.605622
32,,O=C1C=C(S)C=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,CJMPTTRTKPXIDU-UHFFFAOYSA-N,5.899,-10.37358626,5.9958854,-10.6399639999999
33,"3-methylanthracene-1,10-dione",CC1=CC(=O)C2=Cc3ccccc3C(=O)C2=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,GENMZWSWAWPRHV-UHFFFAOYSA-N,6.131,-9.94711349999999,6.0937057,-9.993103
34,,O=C1C=C(F)C=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,DDEBDPSYVRFUCY-UHFFFAOYSA-N,6.318,-9.113879618,6.0568337,-9.43501
35,,O=C1C=C(Cl)C=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,PIHTYTXGOKFGGW-UHFFFAOYSA-N,6.33899999999999,-9.675539466,6.1215577,-9.69802
36,,CN(C)C1=C2C(=O)c3ccccc3C=C2C(=O)C=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,YIKVPPWVAYFDBC-UHFFFAOYSA-N,6.335,-13.24399247,6.1799016,-11.658907
37,,C=CC1=C2C(=O)c3ccccc3C=C2C(=O)C=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,ACIHQPHBMZJOEV-UHFFFAOYSA-N,6.124,-9.354145852,6.0860176,-9.714162
38,,O=CC1=C2C(=O)c3ccccc3C=C2C(=O)C=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,JJWCPJYTENGFHO-UHFFFAOYSA-N,5.949,-12.13727133,5.8752637,-12.6339899999999
39,,COC(=O)C1=C2C(=O)c3ccccc3C=C2C(=O)C=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,AJMBRQGPPLJAOC-UHFFFAOYSA-N,6.032,-14.59313046,6.325247,-14.3963799999999
40,,O=C1C=CC(C(F)(F)F)=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,ZWVWADDXNSUBLC-UHFFFAOYSA-N,5.999,-9.577967424,6.086856,-9.55190599999999
41,,N#CC1=C2C(=O)c3ccccc3C=C2C(=O)C=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,ZGPHYKRHFOQLCL-UHFFFAOYSA-N,6.036,-13.24987009,6.1279445,-13.362954
42,,O=C1C=CC(C(O)O)=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,PZAZBOATAZPDQJ-UHFFFAOYSA-N,6.017,-12.116316,6.1736307,-12.734131
43,,O=C1C=CC(OP(O)O)=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UXGSWWWCJCPDJT-UHFFFAOYSA-N,6.416,-14.9998555999999,6.303891,-14.226149
44,,O=C1C=CC(OS(=O)O)=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,COYKGYGLIVMQQL-UHFFFAOYSA-N,6.277,-14.32890839,6.2220187,-14.593264
45,,O=NOC1=C2C(=O)c3ccccc3C=C2C(=O)C=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,TUBTXBLPWHAVQS-UHFFFAOYSA-N,6.195,-11.51363417,6.24448099999999,-11.72096
46,10-hydroxy-4-iminoanthracen-1-one,N=C1C=CC(=O)c2cc3ccccc3c(O)c21,,,LYSMPGQYLTVSTO-UHFFFAOYSA-N,6.272,-13.86864084,6.047503,-13.542325
47,,COC1=C2C(=O)c3ccccc3C=C2C(=O)C=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,YCJRNUPUNWYRGR-UHFFFAOYSA-N,6.419,-11.34110741,6.096764,-11.5011929999999
48,"9-hydroxyanthracene-1,4-dione",O=C1C=CC(=O)c2c1cc1ccccc1c2O,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,WRNLLFFUMFNHNF-UHFFFAOYSA-N,6.169,-15.42839195,6.105119,-14.7988829999999
49,,O=C1C=CC(S)=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,GEIBEVUVIBGFEB-UHFFFAOYSA-N,6.125,-9.436915152,5.9881597,-10.8775839999999
50,,CC1=C2C(=O)c3ccccc3C=C2C(=O)C=C1,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,XYJZYECTTBWGFD-UHFFFAOYSA-N,6.156,-9.83319155,6.117179,-9.844607
51,,O=C1C=CC(F)=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UJBRKGBZYNSSJF-UHFFFAOYSA-N,6.127,-10.17205743,6.18319,-10.142802
52,,O=C1C=CC(Cl)=C2C(=O)c3ccccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,GSLUVXQQEUJENC-UHFFFAOYSA-N,6.13,-9.840058684,6.160165,-9.990885
53,,CN(C)c1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,QIRQRNNITRCJSQ-UHFFFAOYSA-N,6.018,-12.0829638,6.154455,-11.412646
54,,C=Cc1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,KEWRLZAVCQTMOV-UHFFFAOYSA-N,6.03799999999999,-9.374002248,5.852709,-9.803638
55,,O=Cc1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,OQKNGDIWVJJXLA-UHFFFAOYSA-N,5.976,-13.03216708,6.05415899999999,-12.878608
56,,COC(=O)c1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UKLVRBGINQUVGJ-UHFFFAOYSA-N,5.987,-16.25709675,6.006181,-15.842653
57,,O=C1C=CC=C2C(=O)c3c(cccc3C(F)(F)F)C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,LSODSHIOLQSWRO-UHFFFAOYSA-N,5.99,-10.34799484,6.047422,-10.059533
58,,N#Cc1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,SBNGNZUMZNFODB-UHFFFAOYSA-N,5.96899999999999,-15.00467725,6.034545,-14.3485149999999
59,,O=C1C=CC=C2C(=O)c3c(cccc3C(O)O)C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,WCYDRXHCMBQFPP-UHFFFAOYSA-N,5.91299999999999,-15.43301712,6.0179944,-15.250716
60,,O=C1C=CC=C2C(=O)c3c(cccc3OP(O)O)C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,ZSMOSMVNJFMJID-UHFFFAOYSA-N,5.936,-12.01017843,5.921506,-12.323556
61,,O=C1C=CC=C2C(=O)c3c(cccc3OS(=O)O)C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,XGWNRJFTAGUTOR-UHFFFAOYSA-N,6.00799999999999,-15.58118249,6.0671644,-15.692247
62,,O=NOc1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,ZWECUGWYYCCRFQ-UHFFFAOYSA-N,5.986,-11.67711648,6.0674005,-11.787745
63,,Nc1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,XYSUVXSDMRUOKR-UHFFFAOYSA-N,5.949,-11.68323956,5.7649555,-12.10071
64,,COc1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,JPNLMYLWSWCFNM-UHFFFAOYSA-N,6.039,-12.78681211,6.0561643,-12.345426
65,,O=C1C=CC=C2C(=O)c3c(O)cccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,BKOXBAYFIDUIKE-UHFFFAOYSA-N,5.91299999999999,-9.153288557,5.97764199999999,-9.794594
66,,O=C1C=CC=C2C(=O)c3c(S)cccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,RBHMMHLTNZKYJE-UHFFFAOYSA-N,5.979,-12.60158919,5.9995103,-11.701088
67,,Cc1cccc2c1C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,NJOOHLGRJPFLTQ-UHFFFAOYSA-N,6.04299999999999,-9.88592652799999,6.04143799999999,-9.832284
68,,O=C1C=CC=C2C(=O)c3c(F)cccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,AYOIXGFBGGMHKO-UHFFFAOYSA-N,5.986,-10.33182933,6.127269,-10.092654
69,,O=C1C=CC=C2C(=O)c3c(Cl)cccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,QYFOPOGSVLSZNJ-UHFFFAOYSA-N,6.002,-9.881643315,5.986019,-9.842756
70,,CN(C)c1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,KOKXKROJOSRRIC-UHFFFAOYSA-N,6.209,-11.90181846,6.049613,-11.960218
71,,C=Cc1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,OVXSEQLPFPGFHW-UHFFFAOYSA-N,5.98,-10.21835004,5.865447,-10.05175
72,,O=Cc1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,ILVMNOACVWAJPK-UHFFFAOYSA-N,5.945,-13.52715999,5.7593937,-13.460557
73,,COC(=O)c1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,KHPYIOXPVLOPIE-UHFFFAOYSA-N,5.943,-14.39365686,6.04189499999999,-14.610508
74,,O=C1C=CC=C2C(=O)c3cc(C(F)(F)F)ccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UTKMKJZAHHZOHM-UHFFFAOYSA-N,5.931,-9.710517428,6.0668592,-9.806111
75,,N#Cc1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,VSQCZFVBVGZUPC-UHFFFAOYSA-N,5.909,-12.77280138,6.007013,-12.926844
76,,O=C1C=CC=C2C(=O)c3cc(C(O)O)ccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,VWLVCZRNAYYZSL-UHFFFAOYSA-N,6.0,-15.1324052,6.055254,-15.188759
77,,O=C1C=CC=C2C(=O)c3cc(OP(O)O)ccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,FZCDONWIUDDVNW-UHFFFAOYSA-N,5.982,-17.27872682,5.94134,-17.050037
78,,O=C1C=CC=C2C(=O)c3cc(OS(=O)O)ccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,YMSZXJXYYVLWDJ-UHFFFAOYSA-N,6.0,-18.00749056,6.039166,-17.844767
79,,O=NOc1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,DMXQBKIUAMUQEN-UHFFFAOYSA-N,5.952,-11.67647841,6.0198154,-11.645055
80,,Nc1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,BGTVYIKVUXFEEX-UHFFFAOYSA-N,6.231,-12.32617429,6.030163,-12.438431
81,,COc1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,LVQLBWABNCHKHF-UHFFFAOYSA-N,6.0,-10.91150281,6.0047274,-11.143464
82,,O=C1C=CC=C2C(=O)c3cc(O)ccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,GWVNCMMXPMUIHY-UHFFFAOYSA-N,5.992,-12.68374213,6.0305433,-12.535594
83,,O=C1C=CC=C2C(=O)c3cc(S)ccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,MEBPVNIVINQKTG-UHFFFAOYSA-N,5.88399999999999,-10.8904919,5.90131,-11.0487089999999
84,"6-methylanthracene-1,10-dione",Cc1ccc2c(c1)C(=O)C1=CC=CC(=O)C1=C2,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,SHQFHCKQJAZKQE-UHFFFAOYSA-N,6.026,-9.851545949,6.0805044,-9.922116
85,,O=C1C=CC=C2C(=O)c3cc(F)ccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,DAYOKZIAMZDXLL-UHFFFAOYSA-N,5.985,-9.269957476,6.064042,-9.402521
86,,O=C1C=CC=C2C(=O)c3cc(Cl)ccc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,WXPALBBKWYYPSJ-UHFFFAOYSA-N,5.95799999999999,-9.708468276,6.0307255,-9.781096
87,,CN(C)c1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,DCXNEUWANGGLHM-UHFFFAOYSA-N,6.103,-12.73124051,6.0619664,-12.3952875
88,,C=Cc1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UWAPVDGVPHUCNW-UHFFFAOYSA-N,6.036,-10.09456658,5.84638359999999,-10.128798
89,,O=Cc1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,XWKZETABOWOUBA-UHFFFAOYSA-N,5.97,-13.5341472999999,6.00376299999999,-13.424403
90,,COC(=O)c1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,BFDXXTIQJYPULS-UHFFFAOYSA-N,5.987,-14.71447583,5.9912276,-14.823529
91,,O=C1C=CC=C2C(=O)c3ccc(C(F)(F)F)cc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UGWPWUZLFHDHNZ-UHFFFAOYSA-N,5.955,-9.616276216,6.119884,-9.747729
92,,N#Cc1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,SVMYEMCPRULNGX-UHFFFAOYSA-N,5.957,-12.7436110999999,6.1299887,-12.990279
93,,O=C1C=CC=C2C(=O)c3ccc(C(O)O)cc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,LMMQATSTNFYZLA-UHFFFAOYSA-N,6.015,-14.82516162,6.2574034,-15.225465
94,,O=C1C=CC=C2C(=O)c3ccc(OP(O)O)cc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,QMPCJYJYKXKHKO-UHFFFAOYSA-N,6.051,-17.81242215,6.13164759999999,-17.411448
95,,O=C1C=CC=C2C(=O)c3ccc(OS(=O)O)cc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,MZOPOZICJVKGTM-UHFFFAOYSA-N,6.047,-16.8918326,6.0682917,-17.9066489999999
96,,O=NOc1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,YJGIPLNCAWFRKC-UHFFFAOYSA-N,5.99799999999999,-11.21495727,6.1142745,-11.615575
97,,Nc1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,RXWZDZFBANMSCL-UHFFFAOYSA-N,6.095,-12.77795404,6.040875,-12.514322
98,,COc1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,PFEMBYCNJJJFSX-UHFFFAOYSA-N,6.04299999999999,-11.16277724,6.106843,-11.528821
99,,O=C1C=CC=C2C(=O)c3ccc(O)cc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,KRJBDHLUMVDAFK-UHFFFAOYSA-N,6.03,-12.68476729,6.0362077,-12.548197
100,,O=C1C=CC=C2C(=O)c3ccc(S)cc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,ILJNZXLKGAGCMZ-UHFFFAOYSA-N,6.00899999999999,-10.94130267,5.968234,-10.955217
101,"7-methylanthracene-1,10-dione",Cc1ccc2c(c1)C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,KEMWVAGABRZIHE-UHFFFAOYSA-N,6.04799999999999,-10.00497469,6.0815005,-9.859645
102,,O=C1C=CC=C2C(=O)c3ccc(F)cc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,XQXRFQQGPRGHEE-UHFFFAOYSA-N,5.99299999999999,-9.442665875,6.0678673,-9.548097
103,,O=C1C=CC=C2C(=O)c3ccc(Cl)cc3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,QPVGZTXZKLURSV-UHFFFAOYSA-N,5.981,-9.739088936,5.953053,-9.915272
104,,CN(C)c1cccc2c1C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,DYKRLHOJSPFFQJ-UHFFFAOYSA-N,6.018,-10.58753551,6.0152626,-10.8965649999999
105,,C=Cc1cccc2c1C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,AYJXDZXCRLYKBZ-UHFFFAOYSA-N,6.016,-10.27312792,5.835954,-10.050071
106,,O=Cc1cccc2c1C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UGYZEZUNVZAXBW-UHFFFAOYSA-N,5.942,-13.68603931,5.974325,-12.893588
107,,COC(=O)c1cccc2c1C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,BLFKWFVXUMWDRY-UHFFFAOYSA-N,5.939,-14.42095299,5.94464,-14.653284
108,,Nc1cccc2c1C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,GIUQCDZPXQARSU-UHFFFAOYSA-N,6.194,-12.49123374,6.038949,-12.673757
109,,COc1cccc2c1C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,UWYKTLZRKNKSLZ-UHFFFAOYSA-N,5.978,-10.84934621,6.0092254,-11.122128
110,,O=C1C=CC=C2C(=O)c3cccc(O)c3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,LEBTWDSVCIJPFO-UHFFFAOYSA-N,5.985,-11.52807981,6.069387,-11.595423
111,,O=C1C=CC=C2C(=O)c3cccc(S)c3C=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,WGVLTYVYODSRCH-UHFFFAOYSA-N,5.94799999999999,-10.7664975,5.97758399999999,-10.921239
112,,Cc1cccc2c1C=C1C(=O)C=CC=C1C2=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,LVYHBFCMMFCYMA-UHFFFAOYSA-N,6.03799999999999,-10.10240446,6.03690859999999,-9.859181
